,year,month,Day,Avg_Temperature,Avg_Dew_Point,Avg_Humidity,Avg_Wind_Speed,Avg_Pressure
366,2019.0,2.0,3,2.6658037135119232,38.4,44.3,9.3,28.0
367,2019.0,2.0,4,2.6403392685094373,28.9,38.9,5.3,28.1
368,2019.0,2.0,5,2.642424504825128,18.0,23.6,4.3,28.1
369,2019.0,2.0,6,2.635420850152219,20.5,26.0,3.7,28.1
370,2019.0,2.0,7,2.6438072272639737,28.2,34.3,4.4,28.1
371,2019.0,2.0,8,2.6839565102255496,31.9,32.5,9.1,28.0
372,2019.0,2.0,9,2.7051276667509883,26.8,22.6,9.6,27.9
373,2019.0,2.0,10,2.7062628614300017,42.5,43.4,6.5,27.9
374,2019.0,2.0,11,2.661915015930794,54.2,81.7,8.6,27.9
375,2019.0,2.0,12,2.630426744564519,38.7,57.8,9.4,28.1
376,2019.0,2.0,13,2.628262716842354,33.8,48.8,3.6,28.1
377,2019.0,2.0,14,2.6796690619981827,28.4,29.1,9.8,28.0
378,2019.0,2.0,15,2.7249516087637384,35.0,28.0,5.8,27.9
379,2019.0,2.0,16,2.694132313493363,47.7,53.8,9.4,27.9
380,2019.0,2.0,17,2.647238344553201,28.7,35.3,8.3,28.0
381,2019.0,2.0,18,2.651308044370664,26.7,32.0,5.4,27.9
382,2019.0,2.0,19,2.642424504825128,30.4,39.1,13.6,27.9
383,2019.0,2.0,20,2.6238910839119844,31.7,47.3,7.3,28.1
384,2019.0,2.0,21,2.6389416079116423,27.0,35.1,3.6,28.1
385,2019.0,2.0,22,2.6683700879291035,26.5,26.9,9.1,27.9
386,2019.0,2.0,23,2.709082866569828,30.7,25.6,7.2,27.9
387,2019.0,2.0,24,2.7157482190525704,38.3,34.9,4.8,27.9
388,2019.0,2.0,25,2.688786149215338,37.9,42.8,7.6,28.0
389,2019.0,2.0,26,2.691173461575781,27.2,27.3,4.7,28.0
390,2019.0,2.0,27,2.7400425096558156,30.2,20.7,8.4,27.8
391,2019.0,2.0,28,2.7425707687608942,39.1,31.3,7.2,27.7
392,2019.0,3.0,1,2.6721812686841617,28.2,28.1,12.8,27.8
393,2019.0,3.0,2,2.6417309188655502,25.2,30.0,6.1,27.9
394,2019.0,3.0,3,2.6632165178644285,25.5,28.1,3.7,27.9
395,2019.0,3.0,4,2.6740698569118813,26.2,28.3,4.5,27.9
396,2019.0,3.0,5,2.694132313493363,26.8,23.9,9.3,27.9
397,2019.0,3.0,6,2.6982283525041137,28.3,24.6,15.5,27.9
398,2019.0,3.0,7,2.6690084637488334,29.5,32.4,8.3,28.0
399,2019.0,3.0,8,2.683347569644151,24.5,25.3,5.5,28.0
400,2019.0,3.0,9,2.6651588785290485,23.9,24.7,11.4,28.1
401,2019.0,3.0,10,2.667730429689412,23.0,25.6,5.1,28.1
402,2019.0,3.0,11,2.6857763105101826,21.0,20.7,4.1,27.9
403,2019.0,3.0,12,2.69295211762216,19.4,18.2,3.6,28.0
404,2019.0,3.0,13,2.701121614682359,20.5,18.6,6.0,28.0
405,2019.0,3.0,14,2.748554270056079,25.0,17.1,13.2,27.8
406,2019.0,3.0,15,2.7045585145226303,30.6,29.4,10.5,27.9
407,2019.0,3.0,16,2.7135423120347935,34.1,28.7,6.3,27.9
408,2019.0,3.0,17,2.715198213159707,30.2,26.0,12.5,27.9
409,2019.0,3.0,18,2.6893846786991187,25.9,24.3,6.3,28.0
410,2019.0,3.0,19,2.69996752143799,27.5,25.8,3.1,28.0
411,2019.0,3.0,20,2.7135423120347935,26.3,20.8,7.5,27.9
412,2019.0,3.0,21,2.723882998001523,29.6,22.4,9.4,27.8
413,2019.0,3.0,22,2.7254845267288883,33.0,26.9,8.8,27.8
414,2019.0,3.0,23,2.731286461377497,45.0,40.2,6.3,27.8
415,2019.0,3.0,24,2.762072784346479,45.9,41.0,9.0,27.7
416,2019.0,3.0,25,2.7690729127890554,52.2,42.1,10.6,27.6
417,2019.0,3.0,26,2.7201134161897933,42.5,43.2,7.8,27.8
418,2019.0,3.0,27,2.714647228803292,33.6,29.8,4.8,27.9
419,2019.0,3.0,28,2.738004707006701,31.1,22.5,8.0,27.9
420,2019.0,4.0,1,2.7281353578912504,40.6,38.6,7.7,27.8
421,2019.0,4.0,2,2.7079579301726606,30.6,25.8,7.0,27.9
422,2019.0,4.0,3,2.7445783775334656,40.6,32.3,6.0,27.8
423,2019.0,4.0,4,2.7658264789664537,39.5,26.3,4.9,27.8
424,2019.0,4.0,5,2.7713704552333067,51.4,37.9,8.1,27.8
425,2019.0,4.0,6,2.783480711435584,45.5,30.0,7.2,27.8
426,2019.0,4.0,7,2.7891402710537827,44.6,27.3,11.6,27.8
427,2019.0,4.0,8,2.775913269198001,48.5,34.8,5.0,27.8
428,2019.0,4.0,9,2.7558714450770636,47.9,37.6,10.9,27.8
429,2019.0,4.0,10,2.7307635187618136,54.6,56.3,9.4,27.9
430,2019.0,4.0,11,2.7500319109535,51.3,46.3,8.2,27.8
431,2019.0,4.0,12,2.7500319109535,52.8,49.9,8.0,27.8
432,2019.0,4.0,13,2.7206547558223684,53.9,59.1,10.0,27.8
433,2019.0,4.0,14,2.7349222909073068,38.1,37.4,7.1,27.9
434,2019.0,4.0,15,2.7475651640088032,29.5,24.0,2.7,27.9
435,2019.0,4.0,16,2.778159016836519,30.3,17.5,4.7,27.9
436,2019.0,4.0,17,2.7984779511452453,24.9,11.9,7.8,27.8
437,2019.0,4.0,18,2.7955388077671905,42.2,26.8,8.8,27.8
438,2019.0,4.0,19,2.787843777345429,39.0,22.8,7.2,27.8
439,2019.0,4.0,20,2.7852336458469313,37.8,21.8,6.4,27.8
440,2019.0,4.0,21,2.7625445663603276,43.3,29.8,7.3,27.7
441,2019.0,4.0,22,2.7307635187618136,28.1,22.3,13.5,27.8
442,2019.0,4.0,23,2.7113205967844216,15.6,14.2,9.6,28.0
443,2019.0,4.0,24,2.7179385207253515,19.5,15.6,9.1,28.0
444,2019.0,4.0,25,2.730239683331441,24.4,17.5,5.0,28.0
445,2019.0,4.0,26,2.7179385207253515,33.0,29.2,4.5,27.9
446,2019.0,4.0,27,2.7445783775334656,40.6,31.6,7.1,27.9
447,2019.0,4.0,28,2.7709123548264962,38.3,24.0,8.4,27.9
448,2019.0,5.0,1,2.7874103484651083,31.4,16.2,7.0,27.8
449,2019.0,5.0,2,2.8009740609728704,34.2,15.7,5.8,27.8
450,2019.0,5.0,3,2.8067170853894607,41.5,21.7,8.7,27.8
451,2019.0,5.0,4,2.783480711435584,50.3,37.2,10.2,27.8
452,2019.0,5.0,5,2.80262643110765,44.9,24.5,4.4,27.9
453,2019.0,5.0,6,2.795116526408273,53.2,37.3,4.9,27.9
454,2019.0,5.0,7,2.808337481561472,44.7,23.9,7.4,27.8
455,2019.0,5.0,8,2.821373030450021,40.1,17.2,6.1,27.7
456,2019.0,5.0,9,2.826731273170724,39.3,15.8,11.1,27.7
457,2019.0,5.0,10,2.8186562966174384,40.3,17.9,5.0,27.8
458,2019.0,5.0,11,2.8042695497420227,42.3,21.0,8.6,27.8
459,2019.0,5.0,12,2.7625445663603276,51.4,39.8,8.9,27.9
460,2019.0,5.0,13,2.7921435107184345,46.8,30.2,6.5,27.8
461,2019.0,5.0,14,2.813145444339004,43.2,21.8,7.5,27.8
462,2019.0,5.0,15,2.8155200274009022,33.5,14.7,3.3,27.8
463,2019.0,5.0,16,2.8159139154685655,33.5,13.7,4.8,27.7
464,2019.0,5.0,17,2.813145444339004,41.4,18.6,6.8,27.8
465,2019.0,5.0,18,2.786976284629621,47.0,28.8,6.1,27.7
466,2019.0,5.0,19,2.7997286550170113,43.7,25.8,3.7,27.7
467,2019.0,5.0,20,2.8046788948463304,46.0,23.9,8.5,27.8
468,2019.0,5.0,21,2.8063105804944612,45.8,25.3,6.6,27.8
469,2019.0,5.0,22,2.812747792349468,41.4,20.3,4.3,27.9
470,2019.0,5.0,23,2.8205994124761498,34.3,14.5,6.9,27.8
471,2019.0,5.0,24,2.817092390303895,32.8,13.7,3.5,27.8
472,2019.0,5.0,25,2.8205994124761498,31.3,12.3,3.6,27.8
473,2019.0,5.0,26,2.822914101295301,31.8,12.5,4.2,27.8
474,2019.0,5.0,27,2.826731273170724,32.8,12.7,5.5,27.8
475,2019.0,5.0,28,2.845093410784889,27.4,8.1,6.3,27.7
476,2019.0,6.0,1,2.8331068856951207,27.1,9.2,5.0,27.8
477,2019.0,6.0,2,2.837523804204853,28.5,9.5,5.5,27.8
478,2019.0,6.0,3,2.838617500672363,29.3,9.7,6.3,27.7
479,2019.0,6.0,4,2.833847767449356,26.8,9.0,11.7,27.7
480,2019.0,6.0,5,2.824447017753319,28.9,10.5,6.8,27.7
481,2019.0,6.0,6,2.8323640918196284,34.7,12.3,3.5,27.7
482,2019.0,6.0,7,2.8378888331514536,34.6,12.0,3.9,27.7
483,2019.0,6.0,8,2.8422333060012166,31.0,10.0,3.6,27.7
484,2019.0,6.0,9,2.8436669355713096,32.9,10.6,3.4,27.7
485,2019.0,6.0,10,2.851773424592479,31.7,9.5,4.0,27.6
486,2019.0,6.0,11,2.8482771546849124,32.2,10.0,6.7,27.6
487,2019.0,6.0,12,2.8465127961522025,32.9,10.0,9.3,27.7
488,2019.0,6.0,13,2.840431108564065,32.3,10.7,6.3,27.7
489,2019.0,6.0,14,2.852813981438893,34.8,10.4,5.6,27.6
490,2019.0,6.0,15,2.861339986636897,34.5,9.3,6.8,27.6
491,2019.0,6.0,16,2.8636819391054877,35.0,9.5,4.6,27.6
492,2019.0,6.0,17,2.8596551972372626,31.5,8.6,6.4,27.7
493,2019.0,6.0,18,2.849330551206548,33.4,10.1,5.3,27.7
494,2019.0,6.0,19,2.8407924567104685,34.7,11.4,6.5,27.7
495,2019.0,6.0,20,2.833847767449356,30.5,10.7,12.1,27.7
496,2019.0,6.0,21,2.829373614748556,26.6,9.2,15.0,27.7
497,2019.0,6.0,22,2.8278666672891197,29.8,10.7,12.3,27.7
498,2019.0,6.0,23,2.8255914007085328,29.6,11.0,8.5,27.7
499,2019.0,6.0,24,2.83458674599358,30.0,10.3,4.3,27.7
500,2019.0,6.0,25,2.847925155344153,31.3,9.8,6.2,27.7
501,2019.0,6.0,26,2.852467552253615,27.1,7.9,9.6,27.7
502,2019.0,6.0,27,2.8496808194392167,25.9,7.6,6.4,27.6
503,2019.0,6.0,28,2.853159988773648,26.8,7.8,5.6,27.6
504,2019.0,7.0,1,2.8482771546849124,29.4,8.8,5.1,27.6
505,2019.0,7.0,2,2.8418737730996004,34.7,11.5,6.8,27.6
506,2019.0,7.0,3,2.8465127961522025,30.8,9.6,13.0,27.6
507,2019.0,7.0,4,2.844381063420932,29.8,9.5,10.8,27.6
508,2019.0,7.0,5,2.8465127961522025,27.0,8.3,10.8,27.6
509,2019.0,7.0,6,2.8514257242396055,27.5,8.0,7.2,27.5
510,2019.0,7.0,7,2.852467552253615,30.0,9.1,3.5,27.5
511,2019.0,7.0,8,2.858978461105445,29.4,8.1,4.2,27.6
512,2019.0,7.0,9,2.850030657306303,29.5,8.7,9.4,27.6
513,2019.0,7.0,10,2.8411533494890904,28.2,8.9,11.3,27.5
514,2019.0,7.0,11,2.838981141379231,29.3,9.8,9.7,27.6
515,2019.0,7.0,12,2.8393443214661636,25.5,8.1,10.3,27.6
516,2019.0,7.0,13,2.8400693040064153,27.3,8.7,9.8,27.6
517,2019.0,7.0,14,2.838981141379231,28.3,9.2,9.3,27.6
518,2019.0,7.0,15,2.8378888331514536,27.9,8.9,7.2,27.6
519,2019.0,7.0,16,2.8393443214661636,34.1,11.4,7.9,27.6
520,2019.0,7.0,17,2.838981141379231,36.8,12.4,8.2,27.6
521,2019.0,7.0,18,2.8364259237500304,35.2,11.9,10.5,27.6
522,2019.0,7.0,19,2.851077598282153,37.6,11.8,19.0,27.6
523,2019.0,7.0,20,2.837523804204853,37.1,12.8,12.6,27.6
524,2019.0,7.0,21,2.8378888331514536,35.7,12.5,10.3,27.6
525,2019.0,7.0,22,2.8418737730996004,35.1,11.4,9.6,27.6
526,2019.0,7.0,23,2.8496808194392167,36.1,11.3,11.5,27.6
527,2019.0,7.0,24,2.847925155344153,35.3,11.5,9.0,27.6
528,2019.0,7.0,25,2.847925155344153,40.3,14.8,7.1,27.6
529,2019.0,7.0,26,2.8465127961522025,33.9,11.0,8.4,27.6
530,2019.0,7.0,27,2.8433092014382897,36.4,12.0,7.3,27.5
531,2019.0,7.0,28,2.845093410784889,42.5,15.4,6.4,27.5
532,2019.0,8.0,1,2.85453981818324,43.2,15.4,4.4,27.6
533,2019.0,8.0,2,2.85453981818324,43.3,14.8,5.9,27.6
534,2019.0,8.0,3,2.8482771546849124,35.3,11.3,13.2,27.6
535,2019.0,8.0,4,2.840431108564065,43.1,16.4,6.7,27.6
536,2019.0,8.0,5,2.8418737730996004,38.2,13.6,8.0,27.6
537,2019.0,8.0,6,2.8418737730996004,39.2,14.1,9.1,27.6
538,2019.0,8.0,7,2.840431108564065,40.8,15.4,10.3,27.6
539,2019.0,8.0,8,2.838617500672363,36.5,12.8,12.7,27.6
540,2019.0,8.0,9,2.838253398284604,34.4,12.0,12.8,27.6
541,2019.0,8.0,10,2.8364259237500304,38.2,14.1,10.0,27.6
542,2019.0,8.0,11,2.834217494068118,37.5,13.9,9.7,27.6
543,2019.0,8.0,12,2.8331068856951207,34.8,13.2,10.8,27.6
544,2019.0,8.0,13,2.844024222561216,35.9,11.7,15.7,27.6
545,2019.0,8.0,14,2.842592387674533,37.6,12.8,13.2,27.6
546,2019.0,8.0,15,2.8454489192984265,38.3,12.8,12.1,27.6
547,2019.0,8.0,16,2.8436669355713096,38.1,13.2,11.0,27.7
548,2019.0,8.0,17,2.833847767449356,34.7,12.5,12.5,27.6
549,2019.0,8.0,18,2.831619376851054,38.9,15.3,6.5,27.7
550,2019.0,8.0,19,2.8367923505811703,44.4,18.2,3.9,27.7
551,2019.0,8.0,20,2.8349555243302698,45.5,19.5,4.8,27.7
552,2019.0,8.0,21,2.8334775650290296,43.0,17.7,4.3,27.7
553,2019.0,8.0,22,2.838253398284604,44.5,17.5,4.6,27.7
554,2019.0,8.0,23,2.8418737730996004,39.1,14.0,5.9,27.7
555,2019.0,8.0,24,2.835691664636864,42.8,16.4,4.9,27.7
556,2019.0,8.0,25,2.8393443214661636,37.4,13.6,5.6,27.7
557,2019.0,8.0,26,2.835691664636864,41.5,17.0,5.1,27.7
558,2019.0,8.0,27,2.838253398284604,45.2,18.2,3.0,27.7
559,2019.0,8.0,28,2.840431108564065,44.5,17.5,4.6,27.6
560,2019.0,9.0,1,2.845803985700394,40.3,14.4,6.3,27.6
561,2019.0,9.0,2,2.847219850073062,45.8,17.3,4.2,27.7
562,2019.0,9.0,3,2.8454489192984265,45.8,17.5,4.6,27.6
563,2019.0,9.0,4,2.8436669355713096,44.6,17.4,4.4,27.6
564,2019.0,9.0,5,2.844381063420932,45.8,18.5,3.8,27.6
565,2019.0,9.0,6,2.8496808194392167,47.6,17.7,3.6,27.6
566,2019.0,9.0,7,2.8407924567104685,46.3,18.3,5.0,27.6
567,2019.0,9.0,8,2.832735728331845,45.2,19.0,6.0,27.7
568,2019.0,9.0,9,2.8271102338925704,42.6,17.2,6.4,27.7
569,2019.0,9.0,10,2.8225296011263414,44.8,20.0,6.5,27.7
570,2019.0,9.0,11,2.816700095618128,45.6,22.1,6.5,27.7
571,2019.0,9.0,12,2.817092390303895,44.9,22.0,6.8,27.8
572,2019.0,9.0,13,2.8202118284949615,46.1,21.8,4.2,27.8
573,2019.0,9.0,14,2.83049868257226,45.5,19.6,5.0,27.8
574,2019.0,9.0,15,2.83049868257226,44.6,19.1,5.8,27.8
575,2019.0,9.0,16,2.8297491252168223,43.9,19.3,4.5,27.8
576,2019.0,9.0,17,2.8297491252168223,47.4,21.0,3.3,27.8
577,2019.0,9.0,18,2.825971857767347,43.6,18.6,4.0,27.8
578,2019.0,9.0,19,2.826731273170724,40.5,16.8,8.6,27.8
579,2019.0,9.0,20,2.8205994124761498,40.0,17.2,7.1,27.8
580,2019.0,9.0,21,2.8236815739258434,42.3,18.5,5.0,27.7
581,2019.0,9.0,22,2.8198237261796764,34.6,14.7,7.1,27.7
582,2019.0,9.0,23,2.8155200274009022,40.7,19.2,6.3,27.8
583,2019.0,9.0,24,2.826351814857846,44.9,19.5,4.3,27.8
584,2019.0,9.0,25,2.822914101295301,43.0,19.2,5.8,27.8
585,2019.0,9.0,26,2.8139391245822436,48.8,25.3,4.8,27.8
586,2019.0,9.0,27,2.816700095618128,58.2,34.3,4.0,27.8
587,2019.0,9.0,28,2.822914101295301,55.0,30.1,4.3,27.8
588,2019.0,10.0,1,2.822914101295301,47.6,21.8,3.0,27.8
589,2019.0,10.0,2,2.8186562966174384,47.7,23.3,3.2,27.8
590,2019.0,10.0,3,2.8252104424865894,47.1,21.3,3.4,27.8
591,2019.0,10.0,4,2.825971857767347,45.5,20.5,4.4,27.8
592,2019.0,10.0,5,2.8182661083317098,51.0,25.8,6.1,27.8
593,2019.0,10.0,6,2.816700095618128,50.5,26.6,4.9,27.8
594,2019.0,10.0,7,2.813145444339004,49.0,25.4,6.6,27.8
595,2019.0,10.0,8,2.8050876690334223,57.8,39.4,5.8,27.9
596,2019.0,10.0,9,2.801801408378477,55.5,34.9,4.7,27.9
597,2019.0,10.0,10,2.8059035104224495,52.8,32.0,3.7,27.9
598,2019.0,10.0,11,2.8054958737462408,45.8,24.7,5.3,27.9
599,2019.0,10.0,12,2.7984779511452453,44.5,24.1,3.1,27.8
600,2019.0,10.0,13,2.7972219083285252,43.9,23.7,4.8,27.8
601,2019.0,10.0,14,2.796381559900016,51.6,32.9,5.8,27.9
602,2019.0,10.0,15,2.7912885506220912,49.4,31.8,3.8,27.9
603,2019.0,10.0,16,2.787843777345429,50.3,34.5,3.6,27.9
604,2019.0,10.0,17,2.781274896100079,43.4,26.8,3.0,28.0
605,2019.0,10.0,18,2.78567026646399,40.5,23.4,5.3,27.9
606,2019.0,10.0,19,2.781274896100079,43.3,26.6,5.4,27.9
607,2019.0,10.0,20,2.778606143456388,46.0,29.5,3.2,27.9
608,2019.0,10.0,21,2.783040856184201,45.2,28.4,3.2,27.9
609,2019.0,10.0,22,2.783040856184201,41.8,24.9,4.6,27.9
610,2019.0,10.0,23,2.784796381761399,38.5,22.4,4.3,27.9
611,2019.0,10.0,24,2.78567026646399,41.5,24.1,3.8,27.9
612,2019.0,10.0,25,2.784796381761399,40.5,23.0,3.1,27.8
613,2019.0,10.0,26,2.7882765729536465,42.4,24.7,4.0,27.8
614,2019.0,10.0,27,2.7921435107184345,40.0,21.7,6.0,27.8
615,2019.0,10.0,28,2.7900014561014985,43.8,26.8,7.1,27.8
616,2019.0,11.0,1,2.7490476170795883,50.6,43.7,6.1,27.9
617,2019.0,11.0,2,2.7568338329499102,52.0,42.1,6.1,27.9
618,2019.0,11.0,3,2.781274896100079,51.0,35.5,6.0,27.9
619,2019.0,11.0,4,2.7826003487846673,47.7,31.3,6.2,27.9
620,2019.0,11.0,5,2.769994045810735,49.9,36.3,5.1,27.9
621,2019.0,11.0,6,2.7544220919696145,50.3,41.8,3.6,27.9
622,2019.0,11.0,7,2.763015609867432,45.2,32.3,3.4,27.9
623,2019.0,11.0,8,2.775462083824357,42.3,26.2,5.3,27.9
624,2019.0,11.0,9,2.7709123548264962,43.0,28.5,4.3,27.9
625,2019.0,11.0,10,2.754905982154039,49.3,39.4,6.2,27.9
626,2019.0,11.0,11,2.733887878295239,52.8,50.7,6.7,28.0
627,2019.0,11.0,12,2.7206547558223684,49.4,50.5,3.0,28.0
628,2019.0,11.0,13,2.703417083067888,45.8,48.9,2.3,28.0
629,2019.0,11.0,14,2.7201134161897933,50.0,53.5,3.0,28.0
630,2019.0,11.0,15,2.703417083067888,48.8,52.6,4.6,27.9
631,2019.0,11.0,16,2.69996752143799,46.8,50.4,6.8,27.9
632,2019.0,11.0,17,2.703417083067888,43.3,45.5,6.5,27.9
633,2019.0,11.0,18,2.7056957812442577,57.6,72.8,6.0,27.9
634,2019.0,11.0,19,2.6632165178644285,56.3,86.5,7.2,28.0
635,2019.0,11.0,20,2.6458702731196286,37.5,51.3,8.8,28.0
636,2019.0,11.0,21,2.62020282348438,32.8,47.3,6.4,28.0
637,2019.0,11.0,22,2.626084222098704,34.7,49.9,2.7,28.1
638,2019.0,11.0,23,2.673441574839969,36.7,42.5,5.4,28.0
639,2019.0,11.0,24,2.6953080848953253,44.4,47.3,7.5,28.0
640,2019.0,11.0,25,2.6857763105101826,54.2,71.7,5.1,27.9
641,2019.0,11.0,26,2.701121614682359,54.8,67.9,3.5,28.0
642,2019.0,11.0,27,2.7079579301726606,53.6,63.1,2.8,28.0
643,2019.0,11.0,28,2.717392397354719,52.0,55.7,5.3,28.0
644,2019.0,12.0,1,2.7140952628207784,49.1,53.6,3.6,28.0
645,2019.0,12.0,2,2.724417766824761,43.0,38.5,6.6,27.9
646,2019.0,12.0,3,2.701697066230312,43.2,44.0,6.7,27.9
647,2019.0,12.0,4,2.6759472726238784,41.8,48.0,3.7,28.0
648,2019.0,12.0,5,2.680899995052976,43.1,48.9,5.1,28.0
649,2019.0,12.0,6,2.7107626737949446,41.1,39.6,8.8,28.0
650,2019.0,12.0,7,2.7079579301726606,42.7,44.8,8.5,27.9
651,2019.0,12.0,8,2.6683700879291035,51.2,70.3,5.7,27.9
652,2019.0,12.0,9,2.658637892726461,49.3,68.5,5.3,28.0
653,2019.0,12.0,10,2.6964794618286514,60.4,82.8,6.4,27.9
654,2019.0,12.0,11,2.6953080848953253,55.7,71.7,4.5,27.9
655,2019.0,12.0,12,2.680899995052976,47.8,60.6,5.3,27.9
656,2019.0,12.0,13,2.7195711259038933,47.5,45.6,8.8,27.9
657,2019.0,12.0,14,2.695894320807052,38.8,38.6,5.4,28.0
658,2019.0,12.0,15,2.6953080848953253,53.7,66.6,7.2,27.9
659,2019.0,12.0,16,2.70054510093904,59.4,77.6,7.1,27.9
660,2019.0,12.0,17,2.641035842035006,47.2,70.9,11.5,28.0
661,2019.0,12.0,18,2.6389416079116423,40.5,56.9,7.2,28.1
662,2019.0,12.0,19,2.626812005286512,38.1,55.0,8.8,28.2
663,2019.0,12.0,20,2.6224207680030505,35.3,51.8,7.0,28.1
664,2019.0,12.0,21,2.611177851252668,32.2,47.9,3.4,28.1
665,2019.0,12.0,22,2.609649291405666,32.3,48.1,2.0,28.1
666,2019.0,12.0,23,2.618715800122827,32.1,46.6,2.0,28.0
667,2019.0,12.0,24,2.6479202093280323,35.5,44.9,2.0,28.0
668,2019.0,12.0,25,2.6632165178644285,36.3,42.4,5.1,28.0
669,2019.0,12.0,26,2.6796690619981827,39.1,43.2,4.3,27.9
670,2019.0,12.0,27,2.691767466983473,40.7,43.5,3.5,27.9
671,2019.0,12.0,28,2.673441574839969,37.4,41.6,5.3,27.9
672,2020.0,1.0,1,2.662566429627837,35.6,40.4,6.1,27.9
673,2020.0,1.0,2,2.6821261531020335,39.3,41.1,6.6,27.9
674,2020.0,1.0,3,2.7307635187618136,45.9,41.9,6.6,27.9
675,2020.0,1.0,4,2.7286627923975857,47.6,42.9,6.8,27.9
676,2020.0,1.0,5,2.6311449022950377,51.9,86.8,4.7,27.9
677,2020.0,1.0,6,2.6088823422958147,44.1,73.5,4.1,28.1
678,2020.0,1.0,7,2.6194601557791057,41.3,65.4,2.7,28.1
679,2020.0,1.0,8,2.65532688500056,38.3,48.4,6.3,27.9
680,2020.0,1.0,9,2.6632165178644285,42.1,52.1,4.4,27.9
681,2020.0,1.0,10,2.647238344553201,40.5,57.2,4.7,27.8
682,2020.0,1.0,11,2.6126993430222365,32.9,48.1,10.8,27.9
683,2020.0,1.0,12,2.601113160870604,30.6,46.0,9.5,28.1
684,2020.0,1.0,13,2.6034631642382795,31.7,49.2,3.4,28.1
685,2020.0,1.0,14,2.6142138257852756,28.6,39.7,10.2,28.1
686,2020.0,1.0,15,2.5833517013610763,29.4,46.6,4.6,28.2
687,2020.0,1.0,16,2.6149684570538536,35.3,52.5,4.3,28.1
688,2020.0,1.0,17,2.6606081924850358,36.2,44.3,8.9,28.0
689,2020.0,1.0,18,2.685170876576267,35.9,36.3,6.0,27.9
690,2020.0,1.0,19,2.6690084637488334,42.1,50.2,5.0,27.9
691,2020.0,1.0,20,2.6566553948683835,38.5,48.9,3.3,28.0
692,2020.0,1.0,21,2.662566429627837,37.7,45.7,7.7,27.9
693,2020.0,1.0,22,2.6702813867312254,33.8,35.8,11.3,27.9
694,2020.0,1.0,23,2.618715800122827,28.2,37.6,10.1,28.0
695,2020.0,1.0,24,2.6104144585589237,31.1,45.5,3.4,28.0
696,2020.0,1.0,25,2.6164725355093768,27.1,36.9,9.8,28.1
697,2020.0,1.0,26,2.5791795335228778,28.6,46.8,13.4,28.2
698,2020.0,1.0,27,2.5931571837448764,30.4,48.8,6.0,28.2
699,2020.0,1.0,28,2.6081136036863155,31.5,47.0,1.8,28.1
700,2020.0,2.0,1,2.6796690619981827,30.6,30.2,9.3,27.9
701,2020.0,2.0,2,2.634712089385762,27.0,34.0,3.8,28.1
702,2020.0,2.0,3,2.629706998673886,30.3,38.5,4.0,28.1
703,2020.0,2.0,4,2.652653251792001,32.1,39.1,5.3,28.0
704,2020.0,2.0,5,2.6839565102255496,36.0,36.1,6.1,28.0
705,2020.0,2.0,6,2.7079579301726606,37.1,33.8,6.7,28.0
706,2020.0,2.0,7,2.724417766824761,38.8,32.6,5.4,27.9
707,2020.0,2.0,8,2.73232967917982,39.0,31.0,6.5,27.9
708,2020.0,2.0,9,2.691767466983473,34.4,32.0,7.3,28.0
709,2020.0,2.0,10,2.6389416079116423,32.5,40.5,5.9,28.0
710,2020.0,2.0,11,2.5866523423031844,25.2,39.8,10.8,28.1
711,2020.0,2.0,12,2.546585607710297,14.5,30.2,8.0,28.2
712,2020.0,2.0,13,2.5931571837448764,23.0,35.1,2.0,28.2
713,2020.0,2.0,14,2.6592960079213457,28.5,33.2,3.1,28.1
714,2020.0,2.0,15,2.6765706157588394,30.6,32.6,2.6,28.1
715,2020.0,2.0,16,2.6947207503710304,23.3,23.8,8.0,27.9
716,2020.0,2.0,17,2.7249516087637384,26.2,19.3,6.7,27.9
717,2020.0,2.0,18,2.727607016598762,27.1,19.9,8.1,27.9
718,2020.0,2.0,19,2.7510130202488097,33.2,21.8,10.5,27.8
719,2020.0,2.0,20,2.7195711259038933,40.6,35.6,11.8,27.9
720,2020.0,2.0,21,2.6802851275083537,36.4,39.4,4.5,28.0
721,2020.0,2.0,22,2.7096438119792228,36.5,33.6,5.3,28.0
722,2020.0,2.0,23,2.7318085139353263,46.6,41.0,7.2,28.0
723,2020.0,2.0,24,2.752965759518957,50.6,44.7,10.4,27.9
724,2020.0,2.0,25,2.766757621238954,40.3,26.7,9.1,27.8
725,2020.0,2.0,26,2.6964794618286514,29.8,26.8,13.6,28.0
726,2020.0,2.0,27,2.6857763105101826,36.3,38.0,6.8,28.1
727,2020.0,2.0,28,2.697646474000122,37.1,36.1,2.3,28.0
728,2020.0,3.0,1,2.748554270056079,34.9,23.8,6.6,27.8
729,2020.0,3.0,2,2.693542770503036,30.5,28.1,10.9,28.0
730,2020.0,3.0,3,2.679051794281333,29.6,30.6,4.1,28.0
731,2020.0,3.0,4,2.688186478933527,34.1,34.5,2.8,28.0
732,2020.0,3.0,5,2.7022714591280375,36.5,34.3,2.1,28.0
733,2020.0,3.0,6,2.727607016598762,34.3,27.6,4.3,27.9
734,2020.0,3.0,7,2.7495401632602823,31.1,20.7,9.1,27.9
735,2020.0,3.0,8,2.717392397354719,33.6,27.4,10.5,27.9
736,2020.0,3.0,9,2.697646474000122,37.7,36.4,7.2,27.9
